update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what
1156413998,"<pde.exportFeatures> task's ""destination"" attribute does not accept relative a relative path",,,155062,,,,
1156419266,Exporting feature and saving as an Ant script generates non-functional script,,,155070,,,,
1156420557,Launch the product doesn't work the first time,,,155075,,,,
1156436913,[Cheat Sheet Authoring] New simple cheat sheet model,,,155132,,,,
1156449576,Product editor doesn't support the delete key,,,155158,,,,
1156596285,Update classpath wipes EE settings,,,155315,,,,
1156728222,can not run plugin project by 'run as > eclipse application',,,155363,,,,
1156737744,Plugin dependency builder ignore some plugins,,,155369,,,,
1156861051,Tooltip hover contains duplicate information,,,155594,,,,
1156861187,Hover info does not recognize closing tags,,,155596,,,,
1156861480,NPE when opening the Editors preference page,,,155600,,,,
1156953415,Schema Descriptions contain (no description available),,,155743,,,,
1156975230,Hover does not work on manifest.mf translatable values,,,155755,,,,
1156978003,Weird window during contenxt assist,,,155759,,,,
1156998756,Patch to fix jface.text.Assert deprecation,,,155796,,,,
1157024892,Hover does not work on the 'name' attribute of an extension point,,,155865,,,,
1157026119,Hover shows wrong description,,,155871,,,,
1157028988,Hover does not appear on element content,,,155882,,,,
1157100050,[Cheat Sheet Authoring] New simple cheat sheet editor UI,,,155984,,,,
1157139618,Exception clicking on translatable attribute with no value,,,156021,,,,
1157205730,[Cheat Sheet Authoring] Implement basic simple cheat sheet editor functionality,,,156038,,,,
1157233462,Feature Builder forces IProject.build(..),,,156047,,,,
1157356176,non-jarred plugin using . as classpath is not resolved correctly at PDE build time,,,156111,,,,
1157374137,Event details window not displaying full stack trace,,,156124,,,,
1157446078,Context menu in Extensions tab in Plug-in manifest editor is missing options,,,156206,,,,
1157462174,unexpanded plugin dependency not added correctly to classpath,,,156247,,,,
1157491466,NPE when importing jarred plugins without source,,,156298,,,,
1157497152,The schema editor inserts bogus text,,,156308,,,,
1157538308,NPE trying to add dependencies to a plugin,,,156385,,,,
1157538398,NPE when importing a small plugin,,,156386,,,,
1157542870,Errors in documentation of the org.eclipse.pde.core.javadoc,,,156405,,,,
1157546041,Widget Disposed error when creating OSGi manifest,,,156414,,,,
1157556453,Remove occurences of '(no description available)' in extension point schemas,,,156442,,,,
1157575962,A  NPE occurs in the Package Explorer when Eclipse starts up.,,,156470,,,,
1157643453,eclipse.buildId=unknown,,,156613,,,,
1157707653,Projects can no longer reference ICU4J packages,,,156718,,,,
1157777425,"DocumentHandler: unused column, wrong element length detection",,,156796,,,,
1157923607,"One step forward, two steps back",,,156827,,,,
1157937644,Plugin.xml editor UI corrupted when a target platform is set,,,156839,,,,
1157959444,Multiple structure compare panes after 'Navigate > Next Difference',,,156868,,,,
1158035093,Bundles could not be found in rt-ws,,,157005,,,,
1158046578,Unresponsive UI caused by torrent of NPEs,,,157030,,,,
1158067237,should adopt ICU Collator and use new APIs on StructuredViewer,,,157087,,,,
1158145900,Save failed: org/eclipse/core/internal/utils/Asserts,,,157202,,,,
1158318702,CCE trying to define a new fragment,,,157504,,,,
1158394828,Create a plugin project using a UI template does not add requirements,,,157567,,,,
1158517225,[Cheat Sheet Authoring] Enable UI to preserve cheat sheet validity,,,157598,,,,
1158588667,Run As > OSGi Framework is broken,,,157693,,,,
1158618642,OSGi Frameworks pref page shows wrong label,,,157730,,,,
1158619476,New cheatsheet packages are not accounted for in the manifest.mf,,,157732,,,,
1158621655,Command Composer makes editing difficult,,,157737,,,,
1158622496,Command Composer does not initialize values correctly,,,157738,,,,
1158651970,Manifest compiler complains about legit Export-Package entries,,,157810,,,,
1158653825,Can JUnitWorkbenchShortcut be made public API,,,157824,,,,
1158669196,"Typo ""serilaized"" in command composer",,,157884,,,,
1158672933,Missing mnemonics in cheat sheet editor,,,157900,,,,
1158673438,Command conqueror UI inconsistencies,,,157901,,,,
1158692987,Plugins View needs FilteredTree love,,,157924,,,,
1158830120,Exception when trying to save manifest/plugin,,,158163,,,,
1158838130,Cheat sheet editor only shows first parameter in a command,,,158184,,,,
1158842948,SWTError on invoking PointSelectionPage,,,158196,,,,
1158914196,cleanup pderesources.properties,,,158310,,,,
1158916219,Opening build.properties for big plug-in locks UI for 45s and flashes cursor,,,158326,,,,
1158925066,[Cheet Sheet Editor] Editing command doesn't validate upon parameter change,,,158355,,,,
1158926159,Class creation wizard no longer has correct default value in Manifest Editor,,,158357,,,,
1158999484,Creating a new osgi bundle project adds lazy-start header,,,158418,,,,
1159191883,plugin.xml extension editor does not expand view correctly,,,158646,,,,
1159194776,"[Cheat Sheet Editor] New composite cheat sheet editor:  Model, UI, & functionality",,,158655,,,,
1159260497,execution environment causing bundles to be not resolved,,,158768,,,,
1159278352,Explicitly dispose of hand cursor utilized in section headers,,,158850,,,,
1159281571,Section headers with toolbars too high,,,158862,,,,
1159282128,Inappropriate missing plugin.xml entry for bin.include in build.properties file,,,158865,,,,
1159289161,[Cheat Sheet Editor] Update simple cheat sheet icons,,,158882,,,,
1159328893,"PDE cannot handle space after ',' in the required bundle version",,,158945,,,,
1159332674,Opening of plug-in manifest editors and editor pages confusing,,,158948,,,,
1159351822,PDE doesn't reuse open Manifest Editor for Manifest and plugin.xml,,,158992,,,,
1159363721,Included Features don't show up in Feature Editor Outline,,,159020,,,,
1159383774,"addtional target locations must have ""plugins""",,,159062,,,,
1159390878,No feedback the state of the state,,,159066,,,,
1159428794,need a flush state button,,,159107,,,,
1159439370,Plug-in validation incorrect for launch config,,,159137,,,,
1159621282,PDE should honor build.properties when launching a runtime workbench,,,159394,,,,
1159783102,Add org.eclipse.equinox.ds to auto-start list in config.ini,,,159464,,,,
1159802388,[Content Assist] Manifest Content Assist disappears as user starts typing,,,159520,,,,
1159806475,PDE launcher fails when running in DBCS language,,,159531,,,,
1159826593,Add source location dialog in the target platform preferences page use workbench as its parent shell,,,159540,,,,
1159963070,NPE during build.xml generation,,,159770,,,,
1160050534,Conflicting mnemonics on New Plug-in Project from existing Jar Wizard,,,159919,,,,
1160108627,Infinite loop initializing PDE classpath containers,,,159989,,,,
1160126636,RequiredPluginsInitializer should implement getDescription(...),,,160043,,,,
1160160199,Unable to create display plug-in,,,160106,,,,
1160332955,"The ""add dependencies"" link should ignore DynamicImport-Package header",,,160169,,,,
1160347580,Export Deployable plug-ins and fragments is failing,,,160181,,,,
1160355550,"Product export doesn't support features with "".qualifier""",,,160185,,,,
1160394032,PDE does not understand package import/export groupings,,,160233,,,,
1160399319,Target Platform can only contain one bundle with a particular Bundle-SymbolicName,,,160241,,,,
1160494706,implement $ECLIPSE_PLUGIN_PATH instead of a single plug-in directory,,,160387,,,,
1160554452,Decorate erroneous additional.bundles in raw editor,,,160475,,,,
1160566409,[Compare] Changes needed to support file buffers,,,160523,,,,
1160577275,Section header title missing on plug-in manifest editor extension page,,,160554,,,,
1160655675,Selecting the Activator checkbox in the PDE editor clears the activator class,,,160725,,,,
1160663250,Unbuffered I/O in ValidatingSAXParser,,,160747,,,,
1160726651,Build seems to be verifying plugin.xml even though the file was not changed,,,160862,,,,
1160732970,No easy way to add an extension to a bundle,,,160887,,,,
1160989222,Need an option to freeze a launch configuration,,,161065,,,,
1160989341,filtering on keystroke needed in the plugins tab,,,161067,,,,
1161073310,OptionTemplateSection should have default functionality in validateOptions(),,,161241,,,,
1161181234,LogReader.addEntry ArrayIndexOutOfBoundsException,,,161470,,,,
1161203485,Wrong warning JRE container not a perfect match for execution environment  for a 1.4 VM,,,161503,,,,
1161208672,"Problem when using ""Eclipse Product Export Wizard""",,,161506,,,,
1161224712,"Schema editor: The ""has doc"" annotation is confusing",,,161524,,,,
1161257604,"""There are no JREs in the workspace strictly compatible with this environment. "", but there are!",,,161607,,,,
1161331429,filtered tree search text cut off on Extensions page,,,161725,,,,
1161596691,NPE opening schema file,,,161970,,,,
1161603421,NPE in feature editor - cannot assume that IStorage has a path,,,161985,,,,
1161620565,Changes to plugin.xml with existing launch configuration doesn't update it,,,162021,,,,
1161678643,Source page loses position when Outline view used,,,162085,,,,
1161679525,Trigger a refactoring shows for a couple of seconds (> 5sec) a dialog with feature manifest references validation,,,162087,,,,
1161842567,Calculation of target platform appears not to take versions into account,,,162388,,,,
1161849376,Assertion failure opening manifest editor from search result,,,162403,,,,
1161857975,Updating bundle Execution Environment does not produce errors on incompatible syntax,,,162431,,,,
1161859136,Element 'enablement' is not legal as a child of element 'consolePageParticipant',,,162440,,,,
1161933084,SWTException thrown by DependencyManagementSection.refresh,,,162557,,,,
1161943892,Manifest Editor is case sensitive,,,162583,,,,
1161991532,Empty Plug-in dependencies classpath container,,,162659,,,,
1162227426,[Cheat Sheet Editor] Provide easy mechanism to add / update cheat sheet extensions in simple / composite cheat sheet editors,,,162812,,,,
1162310488,[Cheat Sheet Editor] Conclusion text model update operation fails on paste when introduction has contents,,,163003,,,,
1162360142,Warn if using class contained in not exported package,,,163048,,,,
1162372526,Importing required plug-ins wants to replace exisiting source plug-ins,,,163070,,,,
1162406095,PDE Extension Wizard creates bad plugin.xml file,,,163161,,,,
1162460371,Adjust elements flagged and make error messages mores specific for min / max occurrence element validator,,,163219,,,,
1162479342,Bundle-Localization Manifest Header not honored by plugin.xml editor,,,163258,,,,
1162550127,fileExtension is deprecated for launchConfigurationType,,,163350,,,,
1162564483,Wrong order of classpath entries in self-hosting,,,163384,,,,
1162740717,stale markers?,,,163496,,,,
1162795469,The OSGi framework selection combo from the launch configuration does not work,,,163529,,,,
1162807339,Exclude PDE Ant tasks from signing,,,163551,,,,
1162810312,Widget is disposed exception in plug-in editor,,,163557,,,,
1162812662,IOOBE on Ctrl+A in Plug-in Search page,,,163566,,,,
1162908582,Support Bundle-ActivationPolicy in OSGi R4.1,,,163707,,,,
1163048297,Add to / Remove from Java Search does not appear any more with mixed selection,,,163936,,,,
1163063189,ErrorLog view has wrong icons,,,163958,,,,
1163081828,PDE does not correctly model relationships between fragments of the same host,,,164024,,,,
1163107510,NullPointer exception due to implicit dependency on SDK,,,164061,,,,
1163150962,NegativeArraySizeException encountered adding and changing name of element in extension point schema editor,,,164127,,,,
1163166898,Cyclic plug-in dependencies not flagged when fragments are involved,,,164166,,,,
1163186633,FilteredTree on manifest editor looks ugly on Windows classic theme,,,164210,,,,
1163268596,inappropriate raw type warnings,,,164244,,,,
1163413554,exceptions in PDE refactoring participant,,,164337,,,,
1163432300,[rcp development] adding dependencies doesn't update runtime configuration,,,164395,,,,
1163473473,Signed features mistaken for plug-ins,,,164438,,,,
1163502187,Remove garbage when imported signed plug-ins,,,164495,,,,
1163583716,NPE in BuildErrorReporter.validateMissingLibraries,,,164652,,,,
1163629003,Export product on OS X fails to put product.ini in proper location,,,164762,,,,
1163657197,Plugins tree is not disabled for USEFEATURES mode when launch dialog is opened,,,164800,,,,
1163665832,All output folders are added to dev.properties,,,164817,,,,
1163775720,Import plugin with source leaves a warning about missing ---src.zip,,,165045,,,,
1163983066,"""Pramati Server not starting in Debug mode""",,,165123,,,,
1164004744,Referencing plug-ins in runtime-workspace does not work,,,165142,,,,
1164037757,[Cheat Sheet Editor] Remove unnecessary vertical spacing adjustment applied depending on form toolkit border style,,,165228,,,,
1164106092,[Cheat Sheet Editor] Flicker present in master tree viewer when moving objects up / down,,,165339,,,,
1164188435,"when lauching RCP app. from lauch config, update manager trie to update the whole target platform",,,165457,,,,
1164189787,"Cannot save or revert ""dirty"" plugin.xml editor after changes on form page",,,165462,,,,
1164194464,[Cheat Sheet Editor] Create general purpose form error page,,,165477,,,,
1164195786,IStatus logged with OK level appears in error log with kinda error icon,,,165485,,,,
1164210625,"configuration file in eclipse app. launch config not honored in ""use workspace feature"" mode",,,165541,,,,
1164265480,When trying to start a plugin in the runtime-workbench with 3.3.M3 I get an IllegalStateException,,,165656,,,,
1164277989,Extension point description is empty,,,165678,,,,
1164360176,Patch to use new API from Compare,,,165790,,,,
1164379328,Self hosting with new equinox.startup jar,,,165818,,,,
1164441107,[plugin.xml] Error declaring project nature,,,165842,,,,
1164746715,New application model ramifications,,,166147,,,,
1164964087,Revert in Schema Editor does nothing,,,166493,,,,
1164971304,[Cheat Sheet Editor] Ctrl-C / Ctrl-V does not work in the Introduction / Conclusion text fields,,,166518,,,,
1164972031,[Cheat Sheet Editor] Register cheat sheet action adds extension in the wrong place,,,166520,,,,
1164986928,RequireBundleObject.getVersion() returns only a partial version,,,166562,,,,
1165093357,Chris refactors too much,,,166611,,,,
1165109103,Migrate pre-equinox.app launch configs,,,166617,,,,
1165242379,META-INF should be seen as a package name in the bundle manifest,,,166680,,,,
1165312619,variables in config.ini template field don't stick,,,166795,,,,
1165315197,[docs] core.runtime.applications and core.runtime.products ext pts missing,,,166801,,,,
1165335866,Please remove 'Run as SWT Application' from the  run menu,,,166865,,,,
1165409314,Eclipse Application launch config fails with SWT fragment in workspace,,,166984,,,,
1165470221,Buildpath incorrectly reports cycles in the build path,,,167072,,,,
1165503552,pde junit runtime needs to support IApplication,,,167163,,,,
1165574987,Allow eclipse to launch without workspace specified,,,167256,,,,
1165587898,Problems with JUnits with multiple versions of same bundle,,,167289,,,,
1165591799,pde plugin versioning issues,,,167295,,,,
1165596263,Plugin's View Filter counter doesn't update upon target platform change,,,167302,,,,
1165619072,File System Target Provisioner wizard glitches,,,167313,,,,
1165801176,ctrl+O filtering is too strict,,,167388,,,,
1165811218,linked resources in .project file not taking effect,,,167400,,,,
1165822803,Feature export forces choice of a platform,,,167410,,,,
1165824225,Nothing selected after removal from the feature editor,,,167417,,,,
1165841116,Auto-generated attribute values are not updated properly in Extension Element Details page UI,,,167463,,,,
1165849801,[Content Assist] No auto-generation or child proposals for extension if extension point is defined within the same plug-in,,,167490,,,,
1165914944,"Plugin Registry View ""not  loaded' decoration confusing",,,167649,,,,
1165915723,Mystery Toolbar Icon when plug-in editor is active,,,167654,,,,
1165938780,is the provisioner extension point in UI or Core?,,,167749,,,,
1165951426,NPE in target provisioning,,,167774,,,,
1165996384,"Manifest compiler option ""All packages not exported:"" has misleading name",,,167836,,,,
1165999387,'Link with Editor' on Manifest.mf page always jumps to property name,,,167844,,,,
1166024967,"Need a way to calculate the ""uses"" directive on exports",,,167968,,,,
1166070585,Deadlock on close resource action,,,168028,,,,
1166089965,Rework the compiler preferences page,,,168069,,,,
1166110158,Warnings on project after importing w/ source folders a project that was exported with source,,,168126,,,,
1166154227,IAE while building manifest.mf,,,168181,,,,
1166165961,Error while validating a launch config,,,168198,,,,
1166200711,Copyrights on provisioner stuff,,,168288,,,,
1166273885,Product export does not set the correct permissions for the copied JRE,,,168335,,,,
1166274567,NPE in TargetPlatformPreferencePage,,,168337,,,,
1166274605,NPE in TargetPlatformPreferencePage,,,168338,,,,
1166361469,Include JRE for multiple platforms,,,168358,,,,
1166434269,Generated Ant Script to export plugin projects not working,,,168417,,,,
1166458041,[Content Assist] Wrong icon associated with extension proposals invoked within plugin elements,,,168466,,,,
1166521693,Wrong framework bundle used with custom config.ini,,,168560,,,,
1166547551,Determine impact of launcher changes to build/export,,,168616,,,,
1166597638,The Load target button in the PDE preferences page for Target Platform is not enabled correctly,,,168669,,,,
1166703914,Does export/build handle feature patches?,,,168881,,,,
1167413735,Use Comparator's,,,169257,,,,
1167772690,PDE should disable adding jars to build path,,,169396,,,,
1167787040,The OK (green tick) status in the error log changes to Error (Red cross) for existing messages on restarting the workbench,,,169399,,,,
1167824042,3.3M4 PDE junit3 runner does not work if target platform is 3.2,,,169452,,,,
1167840143,MANIFEST.MF editor does not display plug-in names with commas,,,169480,,,,
1167883353,Widget Disposed exception when trying to import plug-ins,,,169528,,,,
1167938182,PDE runtime text is larger than original host Eclipse,,,169632,,,,
1167945194,translation isn't required for properties file comment,,,169634,,,,
1168019860,Export->Deployable Plugins : result warning should be reworded,,,169743,,,,
1168113482,New RCP Wizard / Branding / splash.bmp not exported,,,169774,,,,
1168225726,Arabic named classes are displayed incorrectly when importing plug-in project jar,,,169820,,,,
1168252429,Update to new JUnitLaunchConfigurationDelegate,,,169852,,,,
1168275170,Use of template config.ini in launcher dos not seem to work correctly,,,169905,,,,
1168275559,Loading of extension points from platform should be configurable,,,169907,,,,
1168357516,PDE Editor doesn't handle schemas with two elements using the same name,,,170020,,,,
1168417393,Unable to launch eclipse (self-host),,,170081,,,,
1168472134,Provide Show In -> History shortcut on Plugin Development perspective,,,170156,,,,
1168488712,cheat-sheet incomplete,,,170190,,,,
1168488919,Remove use of deprecated jdt methods,,,170193,,,,
1168502348,Launch Configuration Name should not allow '#',,,170213,,,,
1168511317,Target Editor should respect XML tags it doesn't recognize,,,170230,,,,
1168594189,Remove IPDECoreConstants as API,,,170323,,,,
1168604759,[Wizards] Do not pre-fill extension in file name field and adjust validation accordingly,,,170342,,,,
1168604985,deadlock closing plug-in projects,,,170343,,,,
1168851813,Dependancies not initially set in project creation wizard,,,170474,,,,
1168874637,Extension point schema editor gives warning for XML header in example,,,170546,,,,
1168953983,Dependency Management does not take into account packages in binary jars,,,170678,,,,
1168961224,export product wizard generates invalid install layout,,,170694,,,,
1168965770,Javadoc locations not always updated when changing target,,,170703,,,,
1169014156,Quick fix 'Add missing packages'  should add internal packages as x-internal:=true,,,170756,,,,
1169023573,Unable to launch RCP application,,,170772,,,,
1169116259,Bogus warning regarding build.properties,,,170939,,,,
1169129838,"update.configurator not added to ""add required"" in product editor",,,170965,,,,
1169131998,Need to add launcher to required plug-ins,,,170972,,,,
1169197980,JVM exit when using tab in Extension Point Schema Editor (Attribute Editing),,,171055,,,,
1169202086,Replace deprecated uses of FormColors,,,171067,,,,
1169330443,Testing Section in plug-in editor has shrunk,,,171143,,,,
1169389523,selection behaviour on manifest.mf source page is messed up,,,171162,,,,
1169412565,[Forms] Regression - Unusual horizontal re-sizing in Forms,,,171177,,,,
1169424873,More suitable default values for translatable attributes,,,171180,,,,
1169460574,SWT Launch Config is looking for wrong version of SWT,,,171244,,,,
1169467588,Unresolved imports for plugins that do not include '.' in bundle classpath.,,,171271,,,,
1169550801,[launching] New fields for launch delegates,,,171425,,,,
1169566490,clean up templates,,,171462,,,,
1169569673,Remove references to Headers.parseManifest(...),,,171473,,,,
1169570705,Analyze Library dependencies does nothing,,,171474,,,,
1169571764,Body Text section is not obvious to use,,,171476,,,,
1169650196,Remove internal references to Java preferences,,,171601,,,,
1169652284,Widget is disposed error,,,171608,,,,
1169709372,javadoc warnings in N200701250010,,,171661,,,,
1169729181,java/sql/SQLClientInfoException,,,171715,,,,
1169734632,Cannot update extension element body text,,,171728,,,,
1169773371,Engineering should not be abbreviated in label,,,171757,,,,
1169774464,NPE in New Extension wizard,,,171759,,,,
1169783710,Main tab of PDE launch configurations is cut with bigger dialog font,,,171767,,,,
1169802629,Quickfix for ExportPackage not complete,,,171803,,,,
1169802716,pde-ui doesn't export all its packages,,,171804,,,,
1169807823,Something's wrong with the JUnit Plug-in Test launcher,,,171820,,,,
1169808492,ArrayStoreException in PluginJavaUtil,,,171823,,,,
1169812707,Header shows the wrong icon,,,171831,,,,
1169814590,Help icon does not show up in every header,,,171836,,,,
1169814916,Target Editor outline needs an update,,,171837,,,,
1169815128,Environment page of Target editor is too slow to initialize,,,171838,,,,
1169829895,Remove help icons from sections on Overview page,,,171878,,,,
1169854626,Veto on the push button in the target editor,,,171895,,,,
1170018950,the value of a translatable attribute seems to be set twice,,,171962,,,,
1170078903,Plugin Manifest Editor generates duplicate of OSGI Bundle-Classpath header,,,172045,,,,
1170079360,PDE should not add jars to project's classpath,,,172047,,,,
1170089314,Quick fix broken:  Externalize manifest header value,,,172080,,,,
1170117254,JRE section in product editor does not support field validation,,,172110,,,,
1170117919,[Regression] Runtime Eclipse application gets wrong splash screen,,,172111,,,,
1170131201,counter has vanished from the plugin import wizard,,,172134,,,,
1170133450,Untranslated text in RCP mail app,,,172137,,,,
1170165600,Default JRE button is too easy to select in the target editor,,,172222,,,,
1170165854,Directory dialog has amnesia (again),,,172225,,,,
1170165974,dead link in the target editor,,,172226,,,,
1170166966,New project creation woes when the plugin name is difference than the project name,,,172230,,,,
1170243483,Key not found in plugin property file,,,172342,,,,
1170247511,Forms Without Borders,,,172353,,,,
1170252721,Launch As Eclipse Application clears target workspace BEFORE it determines if it is in use,,,172374,,,,
1170267484,[API] no visible difference between getValue and getReplacementString in AbstractTemplateSection,,,172398,,,,
1170303378,Missing build.properties file paralyzes PDE tooling,,,172451,,,,
1170316918,CCE when opening context menu on PDE search result,,,172484,,,,
1170329063,Workspace crashed message after normal shutdown,,,172524,,,,
1170330566,make jre section in product editor shareable,,,172529,,,,
1170409104,"Name, Provider form fields on fragment overview page not updated when externalization quick fix applied",,,172675,,,,
1170427674,Unstable values in Fragment Overview page Host fields,,,172712,,,,
1170430227,Extension point schema editor opens as read-only from plugin.xml editor,,,172718,,,,
1170431299,Extension point schema editor opens as read-only from plugin.xml editor,,,172721,,,,
1170517681,more buttons needed in the target editor,,,172767,,,,
1170524940,Site editor uses old header,,,172772,,,,
1170525125,Upgrade feature editor,,,172773,,,,
1170525779,Save on real estate in the product editor,,,172774,,,,
1170526278,non-standard button size in the cheatsheet editor,,,172776,,,,
1170590021,PDE editor plugin.xml editor,,,172788,,,,
1170592383,Inconsistent casing in the target editor (and others),,,172789,,,,
1170592864,Width hint in the plugin editor is not wide enough,,,172790,,,,
1170638321,Enhance new body text section usability used in plug-in manifest extensions page,,,172828,,,,
1170665368,NPE in the plugin model,,,172856,,,,
1170666311,Support for multiple versions in product files,,,172859,,,,
1170670859,RCP Export Wizard inaccurate root directory.,,,172873,,,,
1170681608,Retire all micro-icons deployed as tool items in PDE section headers,,,172905,,,,
1170696287,Product export insists on exporting a JRE,,,172964,,,,
1170703286,if target platform has an existing configuration two workbenches will launch,,,172975,,,,
1170709658,target settings not updated,,,172985,,,,
1170712044,target plugins not in launch configuration,,,172988,,,,
1170717839,Changes on Manifest Editor do not applied to plugin.xml,,,172996,,,,
1170747518,NPE in PluginModelManager.handleAdd(..),,,173046,,,,
1170750206,Can't save plugin.xml after addition and removal,,,173054,,,,
1170751304,Deleting extension point does not delete the schema file,,,173064,,,,
1170751868,Wrong plugin editor opened when double clicking on a plugin,,,173072,,,,
1170752774,No way to set the version number of a plugin in the feature.xml,,,173078,,,,
1170753434,Adding twice the same extension point ends up in a weird situation,,,173080,,,,
1170753803,Plug-in working set should make use of IWorkingSetElementAdapter API,,,173085,,,,
1170757933,Do we really need a user assistance category,,,173104,,,,
1170758868,NPE while processing resource deltas,,,173105,,,,
1170760361,ECLIPSE_HOME variable should be read-only,,,173112,,,,
1170761087,"""add required plugins"" in launch config does not work",,,173116,,,,
1170761234,Calculate Uses button not enabled after initial add in Export Package section,,,173119,,,,
1170766882,'Shilf Left' and 'Shift Right' don't work,,,173141,,,,
1170774546,UI issues with the Update target provisioner,,,173173,,,,
1170783446,Typo in Command Composer Dialog,,,173210,,,,
1170789724,Height calculation is messed up,,,173215,,,,
1170853087,Option to export to multiple platforms missing,,,173318,,,,
1170864046,Convert to XHTML wizard doesn't find anything to convert,,,173356,,,,
1170876247,RCP mail template references non-existent file,,,173378,,,,
1170890016,Missing Entries in Manifest generated by the Template Wizard,,,173393,,,,
1170923293,Generated schema description is not valid HTML,,,173447,,,,
1170927030,Secondary Dependencies are second-class citizens,,,173463,,,,
1170932091,[Cheat Sheet Editor] Fields out of vertical alignment,,,173487,,,,
1170933252,[Cheat Sheet Editor] Validation code informing user of disabled widgets is deprecated,,,173493,,,,
1170933409,PDE Junit launch config should check whether project is a PDE project,,,173494,,,,
1170948494,Body Text area of Extensions tab in the PDE editor does not update source,,,173536,,,,
1171024017,[Cheat Sheet Editor] Revert operation not implemented / available,,,173677,,,,
1171040486,Plug-in Project from  jar wizard fails to enable the Finish button,,,173712,,,,
1171041485,[Working Set] ClassCastException when trying to edit Working Set,,,173715,,,,
1171100917,A project created without build.properties files causes errors to be logged,,,173741,,,,
1171107304,IBM CMVC plug-in error,,,173751,,,,
1171133141,Do we really still need 'Convert to 3.0...' in PDE Tools menu?,,,173763,,,,
1171138027,Not all PDE Form pages comply with recommendations for spacing,,,173766,,,,
1171197573,PDE Tools > Organize Manifest... incorrectly identifes an externalized Bundle-Category value as unused,,,173791,,,,
1171235724,Organize Manifests fails with no action,,,173830,,,,
1171277178,Launching an eclipse product from eclipse causes incorrect vm arguments to be appended.,,,173883,,,,
1171313130,NPE in new extension point wizard,,,173961,,,,
1171375979,[Target Editor] Revert operation does not work,,,174080,,,,
1171384018,Extension point search results shows incomplete list,,,174100,,,,
1171443780,Wrong section name in the dialog to enter version number for an exported package,,,174168,,,,
1171450100,Missing borders in Extensions tab,,,174192,,,,
1171466526,macosx/Info.plist is out of date,,,174232,,,,
1171478165,[Cheat Sheet Editor] Borders missing in enclosing text section when using Windows XP Classic theme,,,174242,,,,
1171519485,Replace SystemFileEditorInput with FileStoreEditorInput,,,174281,,,,
1171535242,Problems with multiple junit versions,,,174330,,,,
1171537232,org.eclipse.team.ui can't find IDocumentProvider,,,174337,,,,
1171621113,The finish button state is not correct in the new plug-in project wizard the first time the Template Selection page is visible,,,174457,,,,
1171633522,Prompted to choose a workspace location for runtime workbench launch,,,174493,,,,
1171853711,Cheatsheet editor does not have DND,,,174603,,,,
1171879243,"Finish button state should be based on the selected templates, not all templates",,,174640,,,,
1171889981,[Schema Editor] No element initially selected on Definition page,,,174668,,,,
1171967569,Headless application overrides product in PDE JUnit launch configurations,,,174800,,,,
1172014277,[Product Editor] Disabled combo field value propagated to other tabs on switch in JRE section,,,174915,,,,
1172052244,ClassCastException in 'Edit Active Working Set',,,174978,,,,
1172053006,[Product Editor] Product model object reset operation is not complete,,,174983,,,,
1172059915,Show extension point description does not work when plugin.xml specifies Eclipse 3.2 format,,,174998,,,,
1172065094,UI for extension point ignore changes in combo boxes,,,175019,,,,
1172070457,JRE is selected to be bundled but is not part of the export,,,175042,,,,
1172079244,PDE welcome icon refresh,,,175060,,,,
1172139985,Widget is disposed error,,,175138,,,,
1172145622,enhancements to PDE launch shortcuts,,,175154,,,,
1172154612,Product export uses stale data if run a second time,,,175187,,,,
1172155667,"Problems with ""External Plug-in Libraries""",,,175190,,,,
1172223817,Changing a plugin to a fragment back to a plugin makes it disappear,,,175288,,,,
1172224114,Adding and removing Eclipse-GenericCapability from fragment manifest triggers access restrictions in all dependant plugins,,,175291,,,,
1172229206,Target platform reloaded on every keypress,,,175321,,,,
1172231558,revert does nothing in plugin.xml editor,,,175333,,,,
1172237058,NPE in SourceOutlinePage.removeAllSelectionChangedListeners(..),,,175356,,,,
1172237175,Eclipse asks twice if I want to clear the runtime-workspace,,,175357,,,,
1172243233,Manifest editor is down on its luck and not saving properly,,,175371,,,,
1172251467,Log view details dialog leaks images,,,175393,,,,
1172356915,[Regression] Eclipse SDK splash screen appears in hello RCP template,,,175437,,,,
1172488280,Manifest editor preference page leaks six images,,,175566,,,,
1172546754,Access rules are not created  if there's only plugin.xml,,,175665,,,,
1172594205,PDE imports signatures with source,,,175756,,,,
1172607773,Tracing tab on launch config dialog: selections don't properly track checkbox,,,175773,,,,
1172742626,Extension editor doesn't remember field changes,,,176045,,,,
1172746938,RCP's product export wizard does not validate controls on open,,,176058,,,,
1172754790,Using the Eclipse Application launch configuration to launch an RCP application results in unexpected arguments,,,176082,,,,
1172756101,RCP application was unabled to locate its companion shared library,,,176084,,,,
1172756229,"""Run-Time Workbench doesn't show up as an option under RUN->Run...",,,176086,,,,
1172824787,make VM setting inheritance optional,,,176175,,,,
1172914681,Multiple bundle versions in workspace does not work.,,,176289,,,,
1173009855,"regression: target plaform locations must have ""plugins""",,,176313,,,,
1173012123,whackiness with dependencies view,,,176315,,,,
1173082685,Export product results in a bad launcher on OS X,,,176368,,,,
1173100607,Command line arguments from host eclipse unexpectedly applied to launch,,,176406,,,,
